Subject,Story,Level,Context,Prediction,T_val
15,movie,5,Non-Social,120,100
16,movie,1,Non-Social,90,30
16,movie,2,Non-Social,90,45
16,movie,3,Non-Social,90,60
16,movie,4,Non-Social,90,85
16,movie,5,Non-Social,120,100
17,movie,1,Non-Social,90,30
17,movie,2,Non-Social,90,45
17,movie,3,Non-Social,90,60
17,movie,4,Non-Social,90,85
17,movie,5,Non-Social,120,100
18,movie,1,Non-Social,90,30
18,movie,2,Non-Social,90,45
18,movie,3,Non-Social,90,60
18,movie,4,Non-Social,90,85
18,movie,5,Non-Social,110,100
19,movie,1,Non-Social,120,30
19,movie,2,Non-Social,120,45
19,movie,3,Non-Social,120,60
19,movie,4,Non-Social,120,85
19,movie,5,Non-Social,120,100
20,movie,1,Non-Social,120,30
20,movie,2,Non-Social,120,45
20,movie,3,Non-Social,120,60
20,movie,4,Non-Social,180,85
20,movie,5,Non-Social,180,100
21,movie,1,Non-Social,110,30
21,movie,2,Non-Social,115,45
21,movie,3,Non-Social,120,60
21,movie,4,Non-Social,130,85
21,movie,5,Non-Social,120,100
22,movie,1,Non-Social,30,30
22,movie,2,Non-Social,45,45
22,movie,3,Non-Social,60,60
22,movie,4,Non-Social,100,85
22,movie,5,Non-Social,130,100
23,movie,1,Non-Social,120,30
23,movie,2,Non-Social,120,45
23,movie,3,Non-Social,120,60
23,movie,4,Non-Social,120,85
23,movie,5,Non-Social,120,100
24,movie,1,Non-Social,60,30
24,movie,2,Non-Social,70,45
24,movie,3,Non-Social,70,60
24,movie,4,Non-Social,100,85
24,movie,5,Non-Social,140,100
25,movie,1,Non-Social,120,30
25,movie,2,Non-Social,120,45
25,movie,3,Non-Social,120,60
25,movie,4,Non-Social,120,85
25,movie,5,Non-Social,120,100
26,movie,1,Non-Social,120,30
26,movie,2,Non-Social,120,45
26,movie,3,Non-Social,120,60
26,movie,4,Non-Social,120,85
26,movie,5,Non-Social,120,100
27,movie,1,Non-Social,90,30
27,movie,2,Non-Social,90,45
27,movie,3,Non-Social,90,60
27,movie,4,Non-Social,90,85
27,movie,5,Non-Social,110,100
28,movie,1,Non-Social,85,30
28,movie,2,Non-Social,90,45
28,movie,3,Non-Social,90,60
28,movie,4,Non-Social,110,85
28,movie,5,Non-Social,120,100
29,movie,1,Non-Social,33,30
29,movie,2,Non-Social,45,45
29,movie,3,Non-Social,60,60
29,movie,4,Non-Social,90,85
29,movie,5,Non-Social,121,100
30,movie,1,Non-Social,180,30
30,movie,2,Non-Social,180,45
30,movie,3,Non-Social,180,60
30,movie,4,Non-Social,180,85
30,movie,5,Non-Social,180,100
31,movie,1,Non-Social,130,30
31,movie,2,Non-Social,130,45
31,movie,3,Non-Social,130,60
31,movie,4,Non-Social,130,85
31,movie,5,Non-Social,130,100
32,movie,1,Non-Social,100,30
32,movie,2,Non-Social,100,45
32,movie,3,Non-Social,120,60
32,movie,4,Non-Social,120,85
32,movie,5,Non-Social,140,100
33,movie,1,Non-Social,90,30
33,movie,2,Non-Social,90,45
33,movie,3,Non-Social,90,60
33,movie,4,Non-Social,90,85
33,movie,5,Non-Social,110,100
34,movie,1,Non-Social,120,30
34,movie,2,Non-Social,120,45
34,movie,3,Non-Social,120,60
34,movie,4,Non-Social,120,85
34,movie,5,Non-Social,120,100
35,movie,1,Non-Social,120,30
35,movie,2,Non-Social,120,45
35,movie,3,Non-Social,120,60
35,movie,4,Non-Social,120,85
35,movie,5,Non-Social,120,100
36,movie,1,Non-Social,120,30
36,movie,2,Non-Social,120,45
36,movie,3,Non-Social,120,60
36,movie,4,Non-Social,120,85
36,movie,5,Non-Social,120,100
37,movie,1,Non-Social,90,30
37,movie,2,Non-Social,90,45
37,movie,3,Non-Social,90,60
37,movie,4,Non-Social,90,85
37,movie,5,Non-Social,120,100
38,movie,1,Non-Social,90,30
38,movie,2,Non-Social,90,45
38,movie,3,Non-Social,90,60
38,movie,4,Non-Social,90,85
38,movie,5,Non-Social,120,100
39,movie,1,Non-Social,35,30
39,movie,2,Non-Social,52,45
39,movie,3,Non-Social,68,60
39,movie,4,Non-Social,95,85
39,movie,5,Non-Social,110,100
40,movie,1,Non-Social,120,30
40,movie,2,Non-Social,120,45
40,movie,3,Non-Social,120,60
40,movie,4,Non-Social,120,85
40,movie,5,Non-Social,120,100
41,movie,1,Non-Social,120,30
41,movie,2,Non-Social,120,45
41,movie,3,Non-Social,120,60
41,movie,4,Non-Social,120,85
41,movie,5,Non-Social,120,100
42,movie,1,Non-Social,90,30
42,movie,2,Non-Social,90,45
42,movie,3,Non-Social,90,60
42,movie,4,Non-Social,90,85
42,movie,5,Non-Social,110,100
43,movie,1,Non-Social,120,30
43,movie,2,Non-Social,120,45
43,movie,3,Non-Social,120,60
43,movie,4,Non-Social,130,85
43,movie,5,Non-Social,130,100
44,movie,1,Non-Social,90,30
44,movie,2,Non-Social,90,45
44,movie,3,Non-Social,90,60
44,movie,4,Non-Social,90,85
44,movie,5,Non-Social,130,100
45,movie,1,Non-Social,32,30
45,movie,2,Non-Social,50,45
45,movie,3,Non-Social,65,60
45,movie,4,Non-Social,90,85
45,movie,5,Non-Social,120,100
46,movie,1,Non-Social,120,30
46,movie,2,Non-Social,120,45
46,movie,3,Non-Social,120,60
46,movie,4,Non-Social,120,85
46,movie,5,Non-Social,120,100
47,movie,1,Non-Social,30,30
47,movie,2,Non-Social,50,45
47,movie,3,Non-Social,60,60
47,movie,4,Non-Social,85,85
47,movie,5,Non-Social,120,100
48,movie,1,Non-Social,90,30
48,movie,2,Non-Social,100,45
48,movie,3,Non-Social,120,60
48,movie,4,Non-Social,140,85
48,movie,5,Non-Social,150,100
49,movie,1,Non-Social,120,30
49,movie,2,Non-Social,120,45
49,movie,3,Non-Social,120,60
49,movie,4,Non-Social,120,85
49,movie,5,Non-Social,120,100
50,movie,1,Non-Social,62,30
50,movie,2,Non-Social,78,45
50,movie,3,Non-Social,93,60
50,movie,4,Non-Social,111,85
50,movie,5,Non-Social,135,100
51,movie,1,Non-Social,100,30
51,movie,2,Non-Social,100,45
51,movie,3,Non-Social,100,60
51,movie,4,Non-Social,100,85
51,movie,5,Non-Social,120,100
52,movie,1,Non-Social,95,30
52,movie,2,Non-Social,95,45
52,movie,3,Non-Social,95,60
52,movie,4,Non-Social,95,85
52,movie,5,Non-Social,120,100
53,movie,1,Non-Social,90,30
53,movie,2,Non-Social,120,45
53,movie,3,Non-Social,95,60
53,movie,4,Non-Social,120,85
53,movie,5,Non-Social,120,100
54,movie,1,Non-Social,90,30
54,movie,2,Non-Social,90,45
54,movie,3,Non-Social,80,60
54,movie,4,Non-Social,90,85
54,movie,5,Non-Social,120,100
55,movie,1,Non-Social,30,30
55,movie,2,Non-Social,45,45
55,movie,3,Non-Social,60,60
55,movie,4,Non-Social,85,85
55,movie,5,Non-Social,100,100
56,movie,1,Non-Social,90,30
56,movie,2,Non-Social,90,45
56,movie,3,Non-Social,90,60
56,movie,4,Non-Social,100,85
56,movie,5,Non-Social,120,100
57,movie,1,Non-Social,120,30
57,movie,2,Non-Social,120,45
57,movie,3,Non-Social,120,60
57,movie,4,Non-Social,120,85
57,movie,5,Non-Social,120,100
58,movie,1,Non-Social,90,30
58,movie,2,Non-Social,90,45
58,movie,3,Non-Social,90,60
58,movie,4,Non-Social,90,85
58,movie,5,Non-Social,120,100
59,movie,1,Non-Social,120,30
59,movie,2,Non-Social,120,45
59,movie,3,Non-Social,120,60
59,movie,4,Non-Social,120,85
59,movie,5,Non-Social,120,100
60,movie,1,Non-Social,30,30
60,movie,2,Non-Social,45,45
60,movie,3,Non-Social,60,60
60,movie,4,Non-Social,85,85
60,movie,5,Non-Social,100,100
61,movie,1,Non-Social,120,30
61,movie,2,Non-Social,90,45
61,movie,3,Non-Social,120,60
61,movie,4,Non-Social,90,85
61,movie,5,Non-Social,120,100
62,movie,1,Non-Social,85,30
62,movie,2,Non-Social,86,45
62,movie,3,Non-Social,85,60
62,movie,4,Non-Social,120,85
62,movie,5,Non-Social,120,100
63,movie,1,Non-Social,109,30
63,movie,2,Non-Social,90,45
63,movie,3,Non-Social,80,60
63,movie,4,Non-Social,135,85
63,movie,5,Non-Social,160,100
64,movie,1,Non-Social,90,30
64,movie,2,Non-Social,120,45
64,movie,3,Non-Social,150,60
64,movie,4,Non-Social,150,85
64,movie,5,Non-Social,180,100
65,movie,1,Non-Social,120,30
65,movie,2,Non-Social,120,45
65,movie,3,Non-Social,120,60
65,movie,4,Non-Social,120,85
65,movie,5,Non-Social,120,100
66,movie,1,Non-Social,200,30
66,movie,2,Non-Social,200,45
66,movie,3,Non-Social,200,60
66,movie,4,Non-Social,200,85
66,movie,5,Non-Social,200,100
67,movie,1,Non-Social,120,30
67,movie,2,Non-Social,150,45
67,movie,3,Non-Social,160,60
67,movie,4,Non-Social,135,85
67,movie,5,Non-Social,165,100
68,movie,1,Non-Social,150,30
68,movie,2,Non-Social,150,45
68,movie,3,Non-Social,150,60
68,movie,4,Non-Social,150,85
68,movie,5,Non-Social,150,100
69,movie,1,Non-Social,90,30
69,movie,2,Non-Social,90,45
69,movie,3,Non-Social,90,60
69,movie,4,Non-Social,90,85
69,movie,5,Non-Social,120,100
70,movie,1,Non-Social,110,30
70,movie,2,Non-Social,110,45
70,movie,3,Non-Social,110,60
70,movie,4,Non-Social,110,85
70,movie,5,Non-Social,120,100
71,movie,1,Non-Social,120,30
71,movie,2,Non-Social,120,45
71,movie,3,Non-Social,120,60
71,movie,4,Non-Social,120,85
71,movie,5,Non-Social,120,100
72,movie,1,Non-Social,90,30
72,movie,2,Non-Social,90,45
72,movie,3,Non-Social,90,60
72,movie,4,Non-Social,90,85
72,movie,5,Non-Social,120,100
73,movie,1,Non-Social,120,30
73,movie,2,Non-Social,120,45
73,movie,3,Non-Social,120,60
73,movie,4,Non-Social,120,85
73,movie,5,Non-Social,120,100
74,movie,1,Non-Social,120,30
74,movie,2,Non-Social,120,45
74,movie,3,Non-Social,120,60
74,movie,4,Non-Social,120,85
74,movie,5,Non-Social,120,100
75,movie,1,Non-Social,90,30
75,movie,2,Non-Social,90,45
75,movie,3,Non-Social,90,60
75,movie,4,Non-Social,90,85
75,movie,5,Non-Social,120,100
76,movie,1,Non-Social,90,30
76,movie,2,Non-Social,90,45
76,movie,3,Non-Social,90,60
76,movie,4,Non-Social,90,85
76,movie,5,Non-Social,120,100
77,movie,1,Non-Social,119,30
77,movie,2,Non-Social,130,45
77,movie,3,Non-Social,110,60
77,movie,4,Non-Social,130,85
77,movie,5,Non-Social,150,100
78,movie,1,Non-Social,30,30
78,movie,2,Non-Social,45,45
78,movie,3,Non-Social,64,60
78,movie,4,Non-Social,89,85
78,movie,5,Non-Social,104,100
79,movie,1,Non-Social,90,30
79,movie,2,Non-Social,90,45
79,movie,3,Non-Social,90,60
79,movie,4,Non-Social,90,85
79,movie,5,Non-Social,140,100
80,movie,1,Non-Social,90,30
80,movie,2,Non-Social,90,45
80,movie,3,Non-Social,120,60
80,movie,4,Non-Social,120,85
80,movie,5,Non-Social,120,100
81,movie,1,Non-Social,90,30
81,movie,2,Non-Social,90,45
81,movie,3,Non-Social,90,60
81,movie,4,Non-Social,90,85
81,movie,5,Non-Social,120,100
82,movie,1,Non-Social,90,30
82,movie,2,Non-Social,120,45
82,movie,3,Non-Social,120,60
82,movie,4,Non-Social,140,85
82,movie,5,Non-Social,140,100
83,movie,1,Non-Social,110,30
83,movie,2,Non-Social,110,45
83,movie,3,Non-Social,110,60
83,movie,4,Non-Social,110,85
83,movie,5,Non-Social,110,100
84,movie,1,Non-Social,90,30
84,movie,2,Non-Social,90,45
84,movie,3,Non-Social,90,60
84,movie,4,Non-Social,90,85
84,movie,5,Non-Social,120,100
85,movie,1,Non-Social,90,30
85,movie,2,Non-Social,90,45
85,movie,3,Non-Social,90,60
85,movie,4,Non-Social,120,85
85,movie,5,Non-Social,120,100
86,movie,1,Non-Social,60,30
86,movie,2,Non-Social,90,45
86,movie,3,Non-Social,95,60
86,movie,4,Non-Social,120,85
86,movie,5,Non-Social,130,100
87,movie,1,Non-Social,90,30
87,movie,2,Non-Social,90,45
87,movie,3,Non-Social,90,60
87,movie,4,Non-Social,120,85
87,movie,5,Non-Social,120,100
88,movie,1,Non-Social,100,30
88,movie,2,Non-Social,100,45
88,movie,3,Non-Social,100,60
88,movie,4,Non-Social,100,85
88,movie,5,Non-Social,100,100
89,movie,1,Non-Social,38,30
89,movie,2,Non-Social,54,45
89,movie,3,Non-Social,71,60
89,movie,4,Non-Social,99,85
89,movie,5,Non-Social,120,100
90,movie,1,Non-Social,90,30
90,movie,2,Non-Social,90,45
90,movie,3,Non-Social,90,60
90,movie,4,Non-Social,100,85
90,movie,5,Non-Social,115,100
91,movie,1,Non-Social,120,30
91,movie,2,Non-Social,120,45
91,movie,3,Non-Social,180,60
91,movie,4,Non-Social,180,85
91,movie,5,Non-Social,180,100
92,movie,1,Non-Social,180,30
92,movie,2,Non-Social,180,45
92,movie,3,Non-Social,180,60
92,movie,4,Non-Social,180,85
92,movie,5,Non-Social,180,100
93,movie,1,Non-Social,120,30
93,movie,2,Non-Social,130,45
93,movie,3,Non-Social,150,60
93,movie,4,Non-Social,140,85
93,movie,5,Non-Social,130,100
94,movie,1,Non-Social,120,30
94,movie,2,Non-Social,135,45
94,movie,3,Non-Social,180,60
94,movie,4,Non-Social,95,85
94,movie,5,Non-Social,130,100
95,movie,1,Non-Social,100,30
95,movie,2,Non-Social,100,45
95,movie,3,Non-Social,110,60
95,movie,4,Non-Social,100,85
95,movie,5,Non-Social,120,100
96,movie,1,Non-Social,100,30
96,movie,2,Non-Social,90,45
96,movie,3,Non-Social,120,60
96,movie,4,Non-Social,90,85
96,movie,5,Non-Social,140,100
97,movie,1,Non-Social,85,30
97,movie,2,Non-Social,90,45
97,movie,3,Non-Social,120,60
97,movie,4,Non-Social,120,85
97,movie,5,Non-Social,120,100
98,movie,1,Non-Social,120,30
98,movie,2,Non-Social,120,45
98,movie,3,Non-Social,120,60
98,movie,4,Non-Social,120,85
98,movie,5,Non-Social,120,100
99,movie,1,Non-Social,130,30
99,movie,2,Non-Social,130,45
99,movie,3,Non-Social,130,60
99,movie,4,Non-Social,130,85
99,movie,5,Non-Social,130,100
100,movie,1,Non-Social,120,30
100,movie,2,Non-Social,120,45
100,movie,3,Non-Social,120,60
100,movie,4,Non-Social,120,85
100,movie,5,Non-Social,120,100
101,movie,1,Non-Social,60,30
101,movie,2,Non-Social,75,45
101,movie,3,Non-Social,90,60
101,movie,4,Non-Social,120,85
101,movie,5,Non-Social,145,100
102,movie,1,Non-Social,95,30
102,movie,2,Non-Social,83,45
102,movie,3,Non-Social,95,60
102,movie,4,Non-Social,95,85
102,movie,5,Non-Social,145,100
103,movie,1,Non-Social,120,30
103,movie,2,Non-Social,120,45
103,movie,3,Non-Social,120,60
103,movie,4,Non-Social,120,85
103,movie,5,Non-Social,120,100
104,movie,1,Non-Social,120,30
104,movie,2,Non-Social,120,45
104,movie,3,Non-Social,120,60
104,movie,4,Non-Social,120,85
104,movie,5,Non-Social,120,100
105,movie,1,Non-Social,120,30
105,movie,2,Non-Social,120,45
105,movie,3,Non-Social,120,60
105,movie,4,Non-Social,120,85
105,movie,5,Non-Social,120,100
106,movie,1,Non-Social,90,30
106,movie,2,Non-Social,90,45
106,movie,3,Non-Social,90,60
106,movie,4,Non-Social,120,85
106,movie,5,Non-Social,120,100
107,movie,1,Non-Social,120,30
107,movie,2,Non-Social,90,45
107,movie,3,Non-Social,90,60
107,movie,4,Non-Social,90,85
107,movie,5,Non-Social,115,100
108,movie,1,Non-Social,90,30
108,movie,2,Non-Social,45,45
108,movie,3,Non-Social,60,60
108,movie,4,Non-Social,86,85
108,movie,5,Non-Social,101,100
109,movie,1,Non-Social,120,30
109,movie,2,Non-Social,90,45
109,movie,3,Non-Social,130,60
109,movie,4,Non-Social,90,85
109,movie,5,Non-Social,140,100
110,movie,1,Non-Social,120,30
110,movie,2,Non-Social,120,45
110,movie,3,Non-Social,120,60
110,movie,4,Non-Social,125,85
110,movie,5,Non-Social,125,100
111,movie,1,Non-Social,120,30
111,movie,2,Non-Social,120,45
111,movie,3,Non-Social,120,60
111,movie,4,Non-Social,120,85
111,movie,5,Non-Social,120,100
112,movie,1,Non-Social,120,30
112,movie,2,Non-Social,120,45
112,movie,3,Non-Social,120,60
112,movie,4,Non-Social,120,85
112,movie,5,Non-Social,120,100
113,movie,1,Non-Social,145,30
113,movie,2,Non-Social,145,45
113,movie,3,Non-Social,160,60
113,movie,4,Non-Social,140,85
113,movie,5,Non-Social,140,100
114,movie,1,Non-Social,30,30
114,movie,2,Non-Social,60,45
114,movie,3,Non-Social,80,60
114,movie,4,Non-Social,100,85
114,movie,5,Non-Social,120,100
115,movie,1,Non-Social,120,30
115,movie,2,Non-Social,120,45
115,movie,3,Non-Social,120,60
115,movie,4,Non-Social,120,85
115,movie,5,Non-Social,120,100
116,movie,1,Non-Social,90,30
116,movie,2,Non-Social,90,45
116,movie,3,Non-Social,90,60
116,movie,4,Non-Social,90,85
116,movie,5,Non-Social,120,100
117,movie,1,Non-Social,102,30
117,movie,2,Non-Social,124,45
117,movie,3,Non-Social,98,60
117,movie,4,Non-Social,120,85
117,movie,5,Non-Social,130,100
118,movie,1,Non-Social,190,30
118,movie,2,Non-Social,190,45
118,movie,3,Non-Social,190,60
118,movie,4,Non-Social,190,85
118,movie,5,Non-Social,190,100
119,movie,1,Non-Social,90,30
119,movie,2,Non-Social,90,45
119,movie,3,Non-Social,90,60
119,movie,4,Non-Social,120,85
119,movie,5,Non-Social,120,100
120,movie,1,Non-Social,90,30
120,movie,2,Non-Social,90,45
120,movie,3,Non-Social,90,60
120,movie,4,Non-Social,90,85
120,movie,5,Non-Social,120,100
121,movie,1,Non-Social,30,30
121,movie,2,Non-Social,45,45
121,movie,3,Non-Social,60,60
121,movie,4,Non-Social,85,85
121,movie,5,Non-Social,100,100
122,movie,1,Non-Social,30,30
122,movie,2,Non-Social,50,45
122,movie,3,Non-Social,70,60
122,movie,4,Non-Social,90,85
122,movie,5,Non-Social,110,100
123,movie,1,Non-Social,120,30
123,movie,2,Non-Social,120,45
123,movie,3,Non-Social,120,60
123,movie,4,Non-Social,120,85
123,movie,5,Non-Social,150,100
124,movie,1,Non-Social,139,30
124,movie,2,Non-Social,136,45
124,movie,3,Non-Social,158,60
124,movie,4,Non-Social,126,85
124,movie,5,Non-Social,168,100
125,movie,1,Non-Social,100,30
125,movie,2,Non-Social,100,45
125,movie,3,Non-Social,100,60
125,movie,4,Non-Social,100,85
125,movie,5,Non-Social,120,100
126,movie,1,Non-Social,90,30
126,movie,2,Non-Social,105,45
126,movie,3,Non-Social,90,60
126,movie,4,Non-Social,120,85
126,movie,5,Non-Social,130,100
127,movie,1,Non-Social,90,30
127,movie,2,Non-Social,90,45
127,movie,3,Non-Social,120,60
127,movie,4,Non-Social,180,85
127,movie,5,Non-Social,150,100
128,movie,1,Non-Social,120,30
128,movie,2,Non-Social,120,45
128,movie,3,Non-Social,90,60
128,movie,4,Non-Social,180,85
128,movie,5,Non-Social,240,100
129,movie,1,Non-Social,60,30
129,movie,2,Non-Social,60,45
129,movie,3,Non-Social,60,60
129,movie,4,Non-Social,120,85
129,movie,5,Non-Social,120,100
130,movie,1,Non-Social,90,30
130,movie,2,Non-Social,90,45
130,movie,3,Non-Social,60,60
130,movie,4,Non-Social,93,85
130,movie,5,Non-Social,100,100
131,movie,1,Non-Social,90,30
131,movie,2,Non-Social,60,45
131,movie,3,Non-Social,120,60
131,movie,4,Non-Social,150,85
131,movie,5,Non-Social,120,100
132,movie,1,Non-Social,89,30
132,movie,2,Non-Social,96,45
132,movie,3,Non-Social,120,60
132,movie,4,Non-Social,127,85
132,movie,5,Non-Social,142,100
133,movie,1,Non-Social,160,30
133,movie,2,Non-Social,160,45
133,movie,3,Non-Social,160,60
133,movie,4,Non-Social,160,85
133,movie,5,Non-Social,160,100
134,movie,1,Non-Social,100,30
134,movie,2,Non-Social,100,45
134,movie,3,Non-Social,120,60
134,movie,4,Non-Social,120,85
134,movie,5,Non-Social,130,100
135,movie,1,Non-Social,120,30
135,movie,2,Non-Social,120,45
135,movie,3,Non-Social,120,60
135,movie,4,Non-Social,120,85
135,movie,5,Non-Social,120,100
136,movie,1,Non-Social,95,30
136,movie,2,Non-Social,95,45
136,movie,3,Non-Social,95,60
136,movie,4,Non-Social,95,85
136,movie,5,Non-Social,125,100
137,movie,1,Non-Social,85,30
137,movie,2,Non-Social,50,45
137,movie,3,Non-Social,60,60
137,movie,4,Non-Social,85,85
137,movie,5,Non-Social,100,100
138,movie,1,Non-Social,90,30
138,movie,2,Non-Social,90,45
138,movie,3,Non-Social,90,60
138,movie,4,Non-Social,120,85
138,movie,5,Non-Social,120,100
139,movie,1,Non-Social,125,30
139,movie,2,Non-Social,125,45
139,movie,3,Non-Social,125,60
139,movie,4,Non-Social,125,85
139,movie,5,Non-Social,125,100
140,movie,1,Non-Social,100,30
140,movie,2,Non-Social,120,45
140,movie,3,Non-Social,120,60
140,movie,4,Non-Social,125,85
140,movie,5,Non-Social,125,100
141,movie,1,Non-Social,90,30
141,movie,2,Non-Social,90,45
141,movie,3,Non-Social,90,60
141,movie,4,Non-Social,110,85
141,movie,5,Non-Social,130,100
142,movie,1,Non-Social,180,30
142,movie,2,Non-Social,140,45
142,movie,3,Non-Social,130,60
142,movie,4,Non-Social,150,85
142,movie,5,Non-Social,120,100
143,movie,1,Non-Social,110,30
143,movie,2,Non-Social,100,45
143,movie,3,Non-Social,120,60
143,movie,4,Non-Social,95,85
143,movie,5,Non-Social,140,100
144,movie,1,Non-Social,130,30
144,movie,2,Non-Social,130,45
144,movie,3,Non-Social,120,60
144,movie,4,Non-Social,120,85
144,movie,5,Non-Social,130,100
145,movie,1,Non-Social,120,30
145,movie,2,Non-Social,95,45
145,movie,3,Non-Social,123,60
145,movie,4,Non-Social,90,85
145,movie,5,Non-Social,120,100
146,movie,1,Non-Social,75,30
146,movie,2,Non-Social,85,45
146,movie,3,Non-Social,95,60
146,movie,4,Non-Social,120,85
146,movie,5,Non-Social,140,100
147,movie,1,Non-Social,130,30
147,movie,2,Non-Social,130,45
147,movie,3,Non-Social,130,60
147,movie,4,Non-Social,130,85
147,movie,5,Non-Social,130,100
148,movie,1,Non-Social,90,30
148,movie,2,Non-Social,90,45
148,movie,3,Non-Social,90,60
148,movie,4,Non-Social,100,85
148,movie,5,Non-Social,120,100
149,movie,1,Non-Social,80,30
149,movie,2,Non-Social,90,45
149,movie,3,Non-Social,90,60
149,movie,4,Non-Social,95,85
149,movie,5,Non-Social,120,100
1,podcast,1,Non-Social,15,15
1,podcast,2,Non-Social,33,30
1,podcast,3,Non-Social,55,55
1,podcast,4,Non-Social,77,75
1,podcast,5,Non-Social,110,105
2,podcast,1,Non-Social,60,15
2,podcast,2,Non-Social,60,30
2,podcast,3,Non-Social,60,55
2,podcast,4,Non-Social,90,75
2,podcast,5,Non-Social,120,105
3,podcast,1,Non-Social,20,15
3,podcast,2,Non-Social,40,30
3,podcast,3,Non-Social,60,55
3,podcast,4,Non-Social,90,75
3,podcast,5,Non-Social,120,105
4,podcast,1,Non-Social,40,15
4,podcast,2,Non-Social,40,30
4,podcast,3,Non-Social,55,55
4,podcast,4,Non-Social,80,75
4,podcast,5,Non-Social,120,105
5,podcast,1,Non-Social,15,15
5,podcast,2,Non-Social,30,30
5,podcast,3,Non-Social,120,55
5,podcast,4,Non-Social,150,75
5,podcast,5,Non-Social,200,105
6,podcast,1,Non-Social,100,15
6,podcast,2,Non-Social,100,30
6,podcast,3,Non-Social,120,55
6,podcast,4,Non-Social,120,75
6,podcast,5,Non-Social,120,105
7,podcast,1,Non-Social,15,15
7,podcast,2,Non-Social,45,30
7,podcast,3,Non-Social,80,55
7,podcast,4,Non-Social,90,75
7,podcast,5,Non-Social,120,105
8,podcast,1,Non-Social,15,15
8,podcast,2,Non-Social,75,30
8,podcast,3,Non-Social,56,55
8,podcast,4,Non-Social,75,75
8,podcast,5,Non-Social,132,105
9,podcast,1,Non-Social,20,15
9,podcast,2,Non-Social,40,30
9,podcast,3,Non-Social,60,55
9,podcast,4,Non-Social,80,75
9,podcast,5,Non-Social,110,105
10,podcast,1,Non-Social,30,15
10,podcast,2,Non-Social,35,30
10,podcast,3,Non-Social,75,55
10,podcast,4,Non-Social,90,75
10,podcast,5,Non-Social,120,105
11,podcast,1,Non-Social,30,15
11,podcast,2,Non-Social,45,30
11,podcast,3,Non-Social,60,55
11,podcast,4,Non-Social,90,75
11,podcast,5,Non-Social,120,105
12,podcast,1,Non-Social,60,15
12,podcast,2,Non-Social,110,30
12,podcast,3,Non-Social,120,55
12,podcast,4,Non-Social,100,75
12,podcast,5,Non-Social,115,105
13,podcast,1,Non-Social,15,15
13,podcast,2,Non-Social,30,30
13,podcast,3,Non-Social,60,55
13,podcast,4,Non-Social,120,75
13,podcast,5,Non-Social,120,105
14,podcast,1,Non-Social,25,15
14,podcast,2,Non-Social,45,30
14,podcast,3,Non-Social,70,55
14,podcast,4,Non-Social,85,75
14,podcast,5,Non-Social,130,105
15,podcast,1,Non-Social,90,15
15,podcast,2,Non-Social,90,30
15,podcast,3,Non-Social,90,55
15,podcast,4,Non-Social,120,75
15,podcast,5,Non-Social,150,105
16,podcast,1,Non-Social,40,15
16,podcast,2,Non-Social,40,30
16,podcast,3,Non-Social,60,55
16,podcast,4,Non-Social,90,75
16,podcast,5,Non-Social,110,105
17,podcast,1,Non-Social,60,15
17,podcast,2,Non-Social,60,30
17,podcast,3,Non-Social,60,55
17,podcast,4,Non-Social,80,75
17,podcast,5,Non-Social,120,105
18,podcast,1,Non-Social,70,15
18,podcast,2,Non-Social,80,30
18,podcast,3,Non-Social,80,55
18,podcast,4,Non-Social,80,75
18,podcast,5,Non-Social,110,105
19,podcast,1,Non-Social,90,15
19,podcast,2,Non-Social,90,30
19,podcast,3,Non-Social,90,55
19,podcast,4,Non-Social,90,75
19,podcast,5,Non-Social,120,105
20,podcast,1,Non-Social,60,15
20,podcast,2,Non-Social,60,30
20,podcast,3,Non-Social,55,55
20,podcast,4,Non-Social,180,75
20,podcast,5,Non-Social,120,105
21,podcast,1,Non-Social,20,15
21,podcast,2,Non-Social,30,30
21,podcast,3,Non-Social,60,55
21,podcast,4,Non-Social,90,75
21,podcast,5,Non-Social,120,105
22,podcast,1,Non-Social,25,15
22,podcast,2,Non-Social,50,30
22,podcast,3,Non-Social,70,55
22,podcast,4,Non-Social,90,75
22,podcast,5,Non-Social,130,105
23,podcast,1,Non-Social,45,15
23,podcast,2,Non-Social,45,30
23,podcast,3,Non-Social,65,55
23,podcast,4,Non-Social,90,75
23,podcast,5,Non-Social,120,105
24,podcast,1,Non-Social,40,15
24,podcast,2,Non-Social,40,30
24,podcast,3,Non-Social,66,55
24,podcast,4,Non-Social,88,75
24,podcast,5,Non-Social,110,105
25,podcast,1,Non-Social,45,15
25,podcast,2,Non-Social,45,30
25,podcast,3,Non-Social,60,55
25,podcast,4,Non-Social,90,75
25,podcast,5,Non-Social,120,105
26,podcast,1,Non-Social,30,15
26,podcast,2,Non-Social,30,30
26,podcast,3,Non-Social,60,55
26,podcast,4,Non-Social,90,75
26,podcast,5,Non-Social,120,105
27,podcast,1,Non-Social,30,15
27,podcast,2,Non-Social,60,30
27,podcast,3,Non-Social,55,55
27,podcast,4,Non-Social,75,75
27,podcast,5,Non-Social,105,105
28,podcast,1,Non-Social,20,15
28,podcast,2,Non-Social,40,30
28,podcast,3,Non-Social,80,55
28,podcast,4,Non-Social,90,75
28,podcast,5,Non-Social,120,105
29,podcast,1,Non-Social,16,15
29,podcast,2,Non-Social,32,30
