"session","created","modified","ended","expired","pPROLIFIC_PID","pSTUDY_ID","pSESSION_ID","cakeL1Response","cakeL2Response","cakeL3Response","cakeL4Response","cakeL5Response","movieL1Response","movieL2Response","movieL3Response","movieL4Response","movieL5Response","podcastL1Response","podcastL2Response","podcastL3Response","podcastL4Response","podcastL5Response","attentionCheck"
"H3AdF4kmPPQOlNLWT1InAT73oHIJ8r19m3ixG4dGcjew044XObYlhDY4VVQLNdaf","2022-01-15 23:57:57","2022-01-16 00:02:31","2022-01-16 00:02:31","","612555831d4ffcf522ac60f6","61e19414185ab41992e2afa7","61e350c9cce78680dcb4b6a7","30","30","40","60","80","90","90","90","120","120","30","45","60","80","120","4"
"sD7si_ec-hr6VpL44FYmwKpxlALVxWVtTZTkAMjujhNKFw1rYBXYdsoydzvBaoti","2022-01-15 23:58:28","2022-01-16 00:01:03","2022-01-16 00:01:03","","6166d7e7ce4cd5332373993a","61e19414185ab41992e2afa7","61e351870440e154e5299bc1","45","45","45","60","90","125","125","125","125","125","30","45","65","90","125","4"
"soS65o33M0YTfNQsf9q98C9Zdpf0IpJ5mcRyg8bVz5TcZIpvawQTwUbNpHCShyIb","2022-01-15 23:58:38","2022-01-16 00:01:09","2022-01-16 00:01:09","","5f3d76490c7107130a6360eb","61e19414185ab41992e2afa7","61e35104d6013a8cb9be50cd","40","40","60","60","150","100","120","120","125","125","18","44","60","88","120","4"
"AHOom-7vWB7-7DOVc-xurTy_8xL8ONY40tQ8cRUUsFcMngygMbiq4LirjZWVGm9d","2022-01-15 23:58:43","2022-01-16 00:06:35","2022-01-16 00:06:35","","5f2dc2bb2af7600eb052e215","61e19414185ab41992e2afa7","61e350bb153e9d9d69cba3d4","20","40","40","60","75","90","90","90","110","130","45","45","120","120","120","4"
"DG2CLZko9RkoWhtaeaCVBBy95RlVCxOuvl8fICl8cQ7jM07VyNF8Xe8to7Dq4Z65","2022-01-15 23:59:40","2022-01-16 00:01:55","2022-01-16 00:01:55","","5e03d667783225eb127c4541","61e19414185ab41992e2afa7","61e350cac49953c0a72266e5","15","30","40","60","100","180","140","130","150","120","30","45","60","100","120","4"
"0uKcz8ijYxXFzqz_9Tt1kfApij4qR5BLckYABIMlULzmZIp4BEKXrlEbSQzdl3mx","2022-01-15 23:59:53","2022-01-16 00:02:37","2022-01-16 00:02:37","","5fb6d9267fe54f14f515bcf1","61e19414185ab41992e2afa7","61e350ccc4e101b55654749a","45","45","45","60","80","110","100","120","95","140","30","60","60","120","120","4"
"EKbRNy5mQzI2pxCJbtRkoSccml5ZeOzZxegw5zzRJJYslmKXnnTTQIkV6kafjQHp","2022-01-16 00:00:04","2022-01-16 00:04:31","2022-01-16 00:04:31","","5f28fc46a241c52993dca6a4","61e19414185ab41992e2afa7","61e350c8a24a2ad145e9bf37","30","30","35","55","70","130","130","120","120","130","35","45","90","120","120","4"
"zjlovGmNy6cuS_2JUdSdkHWMXLN9gGBneeECwzg_F_PZy08EadlKcYobTXoZqMdq","2022-01-16 00:00:15","2022-01-16 00:02:06","2022-01-16 00:02:06","","605cb84d3d0c0d587aa464be","61e19414185ab41992e2afa7","61e350d06502cf359682cbc1","45","30","35","60","90","120","95","123","90","120","60","75","55","75","105","4"
"TPMGxGbmrI8IHWwtkLQMYBCPxc_DbkdT9rp8aVGZbhH7iLPf7oigv6emqMZ3PB0Z","2022-01-16 00:00:20","2022-01-16 00:06:32","2022-01-16 00:06:33","","5e8a66381afb2c714058b57b","61e19414185ab41992e2afa7","61e350c6c74cd2e87ead4d8c","20","25","40","60","75","75","85","95","120","140","60","60","120","120","120","4"
"UoUQqboj20BQ6qsycug4HerUG0PMh7aXBqsPxbHIYLNvV6IMDkAkVGizkpMKZNQ9","2022-01-16 00:06:47","2022-01-16 00:08:43","2022-01-16 00:08:43","","5fa442c874ac28076aa20c09","61e19414185ab41992e2afa7","61e350ca8bd6e2acb44b16b4","20","25","40","60","120","130","130","130","130","130","30","60","60","90","120","4"
"MRPsT6MYPa8t5iyFhWsXFgUGeQezprMzOsD3nfLg7En4bFgAa_x1YLoqBziDrfNx","2022-01-16 00:14:21","","","","","","","","","","","","","","","","","","","","","",""
"H4i8sHfvQg_Lds07IfU2u5nYcFA7UEPcxNMGbwMvt-sAnXDRNsu83E3-xiLbkdy3","2022-01-16 00:21:35","2022-01-16 00:23:13","","","60474d9d7c10951c7838fa91","61e19414185ab41992e2afa7","61e3555d93409e827f4e30e4","","","","","","","","","","","","","","","",""
"kjH61S0ITb_Jc0v6x-90rkEutwE39dYt1odZw0_uO9spebsGz-K8SF92B_enyk6R","2022-01-16 00:39:20","2022-01-16 00:41:27","2022-01-16 00:41:29","","6047ff03cb24e712c17514b7","61e19414185ab41992e2afa7","61e35a526a154b331e6b3813","20","30","45","60","90","90","90","90","100","120","30","45","60","90","120","4"
"z6L1LWfEY2wpwe92maLp4GtrMHmfiZ-mBIpulKIlLkYkAyqXIRKclvWTPjJNhR1w","2022-01-16 01:00:43","2022-01-16 01:05:02","2022-01-16 01:05:02","","6086b9cc58c7269cc737c68e","61e19414185ab41992e2afa7","61e36023a4b2847412838d28","45","30","45","55","85","80","90","90","95","120","45","45","70","80","115","4"
