"session","created","modified","ended","expired","pPROLIFIC_PID","pSTUDY_ID","pSESSION_ID","cakeL1Response","cakeL2Response","cakeL3Response","cakeL4Response","cakeL5Response","movieL1Response","movieL2Response","movieL3Response","movieL4Response","movieL5Response","podcastL1Response","podcastL2Response","podcastL3Response","podcastL4Response","podcastL5Response","attentionCheck"
"Bk-uAndBx4HghhelQEW36rsy1ukzALl6ONTpYeVwp0_QZ0GEQ8gpLr7HsrrkNq8W","2022-01-16 18:46:30","2022-01-16 18:49:44","2022-01-16 18:49:44","","60ff1539d9a91f7b81bb2806","61e367685623b9b3189455fa","61e459f133bdefea4738e686","12","25","35","50","70","40","50","65","88","105","45","60","56","75","105","4"
"Uqz8bH3R6q0C4KmtS1rv0HjRoUDBvXmRrkD7Kc9VmhanY-7Q-vy35HxoM9vegpuD","2022-01-16 18:46:42","2022-01-16 18:49:52","2022-01-16 18:49:52","","5eb6cc071cabb15cbd2dd894","61e367685623b9b3189455fa","61e459ff528c31c3feb5fe83","15","25","40","60","75","120","120","60","85","100","15","30","60","90","120","4"
"OeuefrLsnsCe27HP19Z9m4p3EpTvvApF6ldnwRgERMzRxmDuUYsWbszyQUXV5UUD","2022-01-16 18:46:57","2022-01-16 18:50:33","2022-01-16 18:50:33","","5ce3f952305e02001a8896a2","61e367685623b9b3189455fa","61e45a04a8771842b34c0a22","15","25","40","55","75","120","120","120","120","120","17","35","65","85","115","4"
"qBwcgIDP35epeuibA0R51UADC5sY6zF9jBH6cxYp_1IhHEnr9b1yEHNu2Q-gcmm8","2022-01-16 18:47:20","2022-01-16 18:49:26","2022-01-16 18:49:26","","6116c9e9f3490c79002fda6e","61e367685623b9b3189455fa","61e45a1e24284be95b56a2c4","20","25","36","60","90","93","93","93","93","130","20","35","70","90","120","4"
"8r7C1EE5Arxt9Psg7taLSLvWd2zGtSnQ-PIPSjv4T0V7zFGWdQu8v82oTVbh5Dcz","2022-01-16 18:49:31","2022-01-16 18:51:48","2022-01-16 18:51:48","","5a1ef4706e1ea9000125017e","61e367685623b9b3189455fa","61e45aa88ccda001f641c79e","11","21","36","51","71","31","46","61","86","101","16","31","56","76","106","4"
"LDOSth080SAFS26xUE2jMW4xC2FG4Y7CnGot--lk464A5sE0QXn-45lmoJ8xFefg","2022-01-16 18:50:10","2022-01-16 18:53:31","2022-01-16 18:53:31","","61466071ebab9582b29bd7c8","61e367685623b9b3189455fa","61e45acca8771842b34c0a2a","15","25","40","55","75","35","50","60","90","100","15","30","60","80","110","4"
"bVXMSrDWg7cYDepm93aze1AK9jaO80Pu4rgl0rqCG3Jo0B2PRqkjsxbo3Q6M6-IW","2022-01-16 18:50:13","2022-01-16 18:52:17","2022-01-16 18:52:17","","5dd74005794e106ec44df770","61e367685623b9b3189455fa","61e45ad0daad98ef840e1559","15","25","40","57","77","90","90","90","90","120","18","35","58","80","110","4"
"qVgk79Amz9mCvZx1716MfM1YVkBrfBaYWkfRV4srLiKHZb1tlIhdqPLB8Kazu5s4","2022-01-16 18:52:05","2022-01-16 18:55:47","2022-01-16 18:55:47","","616b175162ff5e38795d3321","61e367685623b9b3189455fa","61e45b3d284a424da85c3ecd","10","20","35","50","70","30","45","60","85","100","15","30","55","75","105","4"
"CVSK3JVahj6nx3qlGU3GuEkGYVCcI_l5mUMRleBzAuWdJ35nI5mEjyOFJ-K39ch7","2022-01-16 18:52:57","2022-01-16 18:58:05","2022-01-16 18:58:05","","60dd16a6d16ec5f253b2e29e","61e367685623b9b3189455fa","61e45b72172874c84315b0a8","20","60","70","55","72","72","211","147","124","100","15","30","55","75","105","4"
"Aw_88NtGFerrZMBr4U95-f6vNPOfjW_R0GvTUrvKeRs8Fg6cClTxi9sncRfXzk6e","2022-01-16 18:53:34","2022-01-16 18:56:18","2022-01-16 18:56:18","","61088dd12254a40e38ed6015","61e367685623b9b3189455fa","61e45b970f3d823b612db4e1","12","22","40","50","70","150","180","180","180","115","30","30","55","90","105","4"
"1IW63JHrxby_zmVUPXM7WDR23sD9s9v-2xD8mafOZCNF9llzfxAQf03DKyGT2gVQ","2022-01-16 18:54:06","2022-01-16 18:56:50","2022-01-16 18:56:50","","60fe1a43857cc5f00d4a78ec","61e367685623b9b3189455fa","61e45bb5b0af3e383294e535","20","22","36","51","71","90","90","90","90","120","16","33","57","77","107","4"
"9LFGzfI3JmtM27rHfpsh8PO5nRNgGOtNhAcGk8cZZhTbsxzNkS8yUNp-eXfLNViO","2022-01-16 18:54:21","2022-01-16 18:58:28","2022-01-16 18:58:28","","615e24b3c6883480797eff58","61e367685623b9b3189455fa","61e45a145bd136f4c793a25a","25","25","35","50","70","30","45","60","85","100","15","30","55","75","105","4"
"JgNT_9bf_mCRDq-kSHk1Strvdoy0KTqPYZjBpGRxNmL7TkeemMLENv_bXp1tbzf4","2022-01-16 18:55:30","","","","","","","","","","","","","","","","","","","","","",""
"yd2PLZLIWH_1F4tq9qPIkFITLtqtLXh2vguvGF37LA4azzneVJHWN0W1EymXX7K6","2022-01-16 18:55:49","2022-01-16 19:02:37","2022-01-16 19:02:37","","614ff8d832b3a0293961cb59","61e367685623b9b3189455fa","61e45c143cf0c82d71f25b05","24","24","38","60","71","60","90","110","90","180","20","35","60","78","108","4"
"8Mkgc_a9QaoD1_6o-SUXfbGmKOlfUW9k1TTJzzJNuxm-8EC0IeLGFlwk5qhYu9hk","2022-01-16 18:56:20","2022-01-16 19:00:13","2022-01-16 19:00:13","","611deba293f2155768efa363","61e367685623b9b3189455fa","61e45c36671c284df2acb851","20","30","45","60","85","30","45","60","85","100","16","31","56","76","106","4"
"wFd6HzCqf84pXDOouFgrXtOHhA8k4YpAfmw2rlBz1TipO8R8pJBAlqtP30rcQmX-","2022-01-16 18:56:37","2022-01-16 19:00:18","2022-01-16 19:00:18","","5ebb046b569ac10bafd80daf","61e367685623b9b3189455fa","61e45c4d8a752a519261b725","60","60","60","60","90","90","90","90","90","110","15","31","60","80","112","4"
"OleZ-JrJb7zqJh30I-r4al-XGx-jGwqIOTmA3ap38TauNWn7aDh_g52NRneSEzs3","2022-01-16 18:56:52","2022-01-16 18:59:37","2022-01-16 18:59:37","","5eb54eb519274904185c2a3d","61e367685623b9b3189455fa","61e45c5a904120b88355601c","12","22","37","52","72","120","120","120","85","100","15","30","55","75","105","4"
"EvlGTHh3GUFDwdJlUhswxXEamsk-2J7XHlzMads3fUcat8WSjvUVCKi7KD5H_-3F","2022-01-16 18:57:34","2022-01-16 19:00:06","2022-01-16 19:00:06","","6100f8806915845f7cfc1707","61e367685623b9b3189455fa","61e45c89a0d2a7401eebba12","13","24","38","53","74","35","49","65","89","106","16","32","57","77","108","4"
