Subject,Story,Level,Context,Rating,TVal
3,podcast,4,1,1.0,75.0
3,podcast,4,2,1.0,75.0
4,podcast,4,1,1.0,75.0
4,podcast,4,2,7.0,75.0
5,podcast,4,1,7.0,75.0
5,podcast,4,2,6.0,75.0
6,podcast,4,1,7.0,75.0
6,podcast,4,2,4.0,75.0
7,podcast,4,1,1.0,75.0
7,podcast,4,2,1.0,75.0
8,podcast,4,1,4.0,75.0
8,podcast,4,2,2.0,75.0
9,podcast,4,1,1.0,75.0
9,podcast,4,2,1.0,75.0
10,podcast,4,1,1.0,75.0
10,podcast,4,2,3.0,75.0
11,podcast,4,1,1.0,75.0
11,podcast,4,2,1.0,75.0
12,podcast,4,1,1.0,75.0
12,podcast,4,2,6.0,75.0
13,podcast,4,1,5.0,75.0
13,podcast,4,2,5.0,75.0
14,podcast,4,1,7.0,75.0
14,podcast,4,2,4.0,75.0
15,podcast,4,1,7.0,75.0
15,podcast,4,2,2.0,75.0
16,podcast,4,1,6.0,75.0
16,podcast,4,2,6.0,75.0
17,podcast,4,1,7.0,75.0
17,podcast,4,2,2.0,75.0
18,podcast,4,1,6.0,75.0
18,podcast,4,2,5.0,75.0
19,podcast,4,1,7.0,75.0
19,podcast,4,2,7.0,75.0
20,podcast,4,1,5.0,75.0
20,podcast,4,2,2.0,75.0
21,podcast,4,1,7.0,75.0
21,podcast,4,2,2.0,75.0
22,podcast,4,1,7.0,75.0
22,podcast,4,2,7.0,75.0
23,podcast,4,1,5.0,75.0
23,podcast,4,2,5.0,75.0
24,podcast,4,1,7.0,75.0
24,podcast,4,2,5.0,75.0
25,podcast,4,1,7.0,75.0
25,podcast,4,2,4.0,75.0
26,podcast,4,1,7.0,75.0
26,podcast,4,2,7.0,75.0
27,podcast,4,1,6.0,75.0
27,podcast,4,2,1.0,75.0
28,podcast,4,1,7.0,75.0
28,podcast,4,2,2.0,75.0
29,podcast,4,1,6.0,75.0
29,podcast,4,2,1.0,75.0
30,podcast,4,1,1.0,75.0
30,podcast,4,2,1.0,75.0
31,podcast,4,1,5.0,75.0
31,podcast,4,2,3.0,75.0
32,podcast,4,1,5.0,75.0
32,podcast,4,2,2.0,75.0
33,podcast,4,1,4.0,75.0
33,podcast,4,2,4.0,75.0
34,podcast,4,1,7.0,75.0
34,podcast,4,2,7.0,75.0
35,podcast,4,1,7.0,75.0
35,podcast,4,2,3.0,75.0
36,podcast,4,1,6.0,75.0
36,podcast,4,2,4.0,75.0
37,podcast,4,1,3.0,75.0
37,podcast,4,2,3.0,75.0
38,podcast,4,1,3.0,75.0
38,podcast,4,2,3.0,75.0
39,podcast,4,1,6.0,75.0
39,podcast,4,2,7.0,75.0
40,podcast,4,1,7.0,75.0
40,podcast,4,2,7.0,75.0
41,podcast,4,1,4.0,75.0
41,podcast,4,2,5.0,75.0
42,podcast,4,1,7.0,75.0
42,podcast,4,2,6.0,75.0
43,podcast,4,1,6.0,75.0
43,podcast,4,2,4.0,75.0
44,podcast,4,1,7.0,75.0
44,podcast,4,2,5.0,75.0
45,podcast,4,1,7.0,75.0
45,podcast,4,2,6.0,75.0
46,podcast,4,1,6.0,75.0
46,podcast,4,2,2.0,75.0
47,podcast,4,1,7.0,75.0
47,podcast,4,2,7.0,75.0
48,podcast,4,1,4.0,75.0
48,podcast,4,2,3.0,75.0
49,podcast,4,1,7.0,75.0
49,podcast,4,2,4.0,75.0
50,podcast,4,1,7.0,75.0
50,podcast,4,2,7.0,75.0
51,podcast,4,1,5.0,75.0
51,podcast,4,2,5.0,75.0
52,podcast,4,1,6.0,75.0
52,podcast,4,2,2.0,75.0
53,podcast,4,1,7.0,75.0
53,podcast,4,2,5.0,75.0
54,podcast,4,1,6.0,75.0
54,podcast,4,2,2.0,75.0
55,podcast,4,1,7.0,75.0
55,podcast,4,2,2.0,75.0
56,podcast,4,1,7.0,75.0
56,podcast,4,2,4.0,75.0
57,podcast,4,1,4.0,75.0
57,podcast,4,2,4.0,75.0
58,podcast,4,1,7.0,75.0
58,podcast,4,2,5.0,75.0
59,podcast,4,1,3.0,75.0
59,podcast,4,2,6.0,75.0
60,podcast,4,1,6.0,75.0
60,podcast,4,2,4.0,75.0
61,podcast,4,1,2.0,75.0
61,podcast,4,2,4.0,75.0
0,podcast,5,1,7.0,105.0
0,podcast,5,2,1.0,105.0
1,podcast,5,1,7.0,105.0
1,podcast,5,2,2.0,105.0
2,podcast,5,1,2.0,105.0
2,podcast,5,2,1.0,105.0
3,podcast,5,1,1.0,105.0
3,podcast,5,2,1.0,105.0
4,podcast,5,1,1.0,105.0
4,podcast,5,2,7.0,105.0
5,podcast,5,1,7.0,105.0
5,podcast,5,2,6.0,105.0
6,podcast,5,1,7.0,105.0
6,podcast,5,2,4.0,105.0
7,podcast,5,1,2.0,105.0
7,podcast,5,2,2.0,105.0
8,podcast,5,1,3.0,105.0
8,podcast,5,2,2.0,105.0
9,podcast,5,1,1.0,105.0
9,podcast,5,2,1.0,105.0
10,podcast,5,1,1.0,105.0
10,podcast,5,2,1.0,105.0
11,podcast,5,1,1.0,105.0
11,podcast,5,2,1.0,105.0
12,podcast,5,1,1.0,105.0
12,podcast,5,2,6.0,105.0
13,podcast,5,1,5.0,105.0
13,podcast,5,2,6.0,105.0
14,podcast,5,1,7.0,105.0
14,podcast,5,2,4.0,105.0
15,podcast,5,1,7.0,105.0
15,podcast,5,2,1.0,105.0
16,podcast,5,1,7.0,105.0
16,podcast,5,2,7.0,105.0
17,podcast,5,1,7.0,105.0
17,podcast,5,2,3.0,105.0
18,podcast,5,1,5.0,105.0
18,podcast,5,2,5.0,105.0
19,podcast,5,1,7.0,105.0
19,podcast,5,2,7.0,105.0
20,podcast,5,1,5.0,105.0
20,podcast,5,2,2.0,105.0
21,podcast,5,1,7.0,105.0
21,podcast,5,2,2.0,105.0
22,podcast,5,1,7.0,105.0
22,podcast,5,2,7.0,105.0
23,podcast,5,1,6.0,105.0
23,podcast,5,2,5.0,105.0
24,podcast,5,1,7.0,105.0
24,podcast,5,2,6.0,105.0
25,podcast,5,1,3.0,105.0
25,podcast,5,2,2.0,105.0
26,podcast,5,1,7.0,105.0
26,podcast,5,2,7.0,105.0
27,podcast,5,1,7.0,105.0
27,podcast,5,2,1.0,105.0
28,podcast,5,1,7.0,105.0
28,podcast,5,2,2.0,105.0
29,podcast,5,1,6.0,105.0
29,podcast,5,2,1.0,105.0
30,podcast,5,1,1.0,105.0
30,podcast,5,2,2.0,105.0
31,podcast,5,1,5.0,105.0
31,podcast,5,2,3.0,105.0
32,podcast,5,1,5.0,105.0
32,podcast,5,2,2.0,105.0
33,podcast,5,1,4.0,105.0
33,podcast,5,2,3.0,105.0
34,podcast,5,1,7.0,105.0
34,podcast,5,2,7.0,105.0
35,podcast,5,1,7.0,105.0
35,podcast,5,2,3.0,105.0
36,podcast,5,1,6.0,105.0
36,podcast,5,2,4.0,105.0
37,podcast,5,1,7.0,105.0
37,podcast,5,2,2.0,105.0
38,podcast,5,1,3.0,105.0
38,podcast,5,2,3.0,105.0
39,podcast,5,1,7.0,105.0
39,podcast,5,2,6.0,105.0
40,podcast,5,1,7.0,105.0
40,podcast,5,2,7.0,105.0
41,podcast,5,1,5.0,105.0
41,podcast,5,2,6.0,105.0
42,podcast,5,1,7.0,105.0
42,podcast,5,2,7.0,105.0
43,podcast,5,1,7.0,105.0
43,podcast,5,2,4.0,105.0
44,podcast,5,1,7.0,105.0
44,podcast,5,2,5.0,105.0
45,podcast,5,1,3.0,105.0
45,podcast,5,2,6.0,105.0
46,podcast,5,1,6.0,105.0
46,podcast,5,2,2.0,105.0
47,podcast,5,1,7.0,105.0
47,podcast,5,2,7.0,105.0
48,podcast,5,1,5.0,105.0
48,podcast,5,2,3.0,105.0
49,podcast,5,1,7.0,105.0
49,podcast,5,2,1.0,105.0
50,podcast,5,1,7.0,105.0
50,podcast,5,2,7.0,105.0
51,podcast,5,1,5.0,105.0
51,podcast,5,2,5.0,105.0
52,podcast,5,1,7.0,105.0
52,podcast,5,2,2.0,105.0
53,podcast,5,1,7.0,105.0
53,podcast,5,2,5.0,105.0
54,podcast,5,1,7.0,105.0
54,podcast,5,2,1.0,105.0
55,podcast,5,1,7.0,105.0
55,podcast,5,2,1.0,105.0
56,podcast,5,1,7.0,105.0
56,podcast,5,2,2.0,105.0
57,podcast,5,1,5.0,105.0
57,podcast,5,2,5.0,105.0
58,podcast,5,1,7.0,105.0
58,podcast,5,2,5.0,105.0
59,podcast,5,1,2.0,105.0
59,podcast,5,2,6.0,105.0
60,podcast,5,1,7.0,105.0
60,podcast,5,2,4.0,105.0
61,podcast,5,1,2.0,105.0
61,podcast,5,2,5.0,105.0
